business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,violation_id,violation_description,risk_category
3769,BURGER KING,35 POWELL St,94102,37.785094,-122.407785,"(37.785094, -122.407785)",14155511515,3769_20160428,4/28/16,96,,,
3317,Pane e Vino Trattoria,1715 UNION St,94123,37.798063,-122.427637,"(37.798063, -122.427637)",14155442111,3317_20180529,5/29/18,86,3317_20180529_103114,High risk vermin infestation,High Risk
1950,BULLSHEAD RESTAURANT,840 ULLOA St,94127,37.740785,-122.465507,"(37.740785, -122.465507)",14155664350,1950_20180924,9/24/18,92,1950_20180924_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
65624,Tacko Shop,3115 Fillmore St,94123,37.798273,-122.435774,"(37.798273, -122.435774)",14155793534,65624_20180103,1/3/18,92,65624_20180103_103145,Improper storage of equipment utensils or linens,Low Risk
1992,GENEVA STEAK HOUSE,5130 MISSION St,94112,37.716242,-122.441183,"(37.716242, -122.441183)",14155404078,1992_20180521,5/21/18,74,1992_20180521_103132,Improper thawing methods,Moderate Risk
1950,BULLSHEAD RESTAURANT,840 ULLOA St,94127,37.740785,-122.465507,"(37.740785, -122.465507)",14155664350,1950_20171115,11/15/17,90,1950_20171115_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
19373,Las Isletas,4508 03rd St,94124,37.737021,-122.390043,"(37.737021, -122.390043)",14155577698,19373_20170426,4/26/17,72,19373_20170426_103156,Permit license or inspection report not posted,Low Risk
36160,Zabb,4440 Mission St,94112,37.726489,-122.433485,"(37.726489, -122.433485)",14155582455,36160_20160616,6/16/16,92,36160_20160616_103120,Moderate risk food holding temperature,Moderate Risk
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,37.728458,-122.403991,"(37.728458, -122.403991)",14155469666,3862_20170104,1/4/17,66,3862_20170104_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk
36208,Silver Cafe,4300 MISSION St,94112,37.728582,-122.431482,"(37.728582, -122.431482)",14155583237,36208_20171011,10/11/17,90,36208_20171011_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
59331,The Lunch Box,50 Phelan Ave.,94112,37.723638,-122.452273,"(37.723638, -122.452273)",14155323220,59331_20160426,4/26/16,87,59331_20160426_103103,High risk food holding temperature,High Risk
1724,CAFE MUMS,1800 SUTTER St,94115,37.786498,-122.430283,"(37.786498, -122.430283)",14155936986,1724_20161026,10/26/16,83,1724_20161026_103120,Moderate risk food holding temperature,Moderate Risk
7087,VALENCIA FARMER'S MARKET,1299 VALENCIA St,94110,37.752162,-122.420585,"(37.752162, -122.420585)",14155286863,7087_20180308,3/8/18,87,7087_20180308_103139,Improper food storage,Low Risk
59331,The Lunch Box,50 Phelan Ave.,94112,37.723638,-122.452273,"(37.723638, -122.452273)",14155323220,59331_20160426,4/26/16,87,59331_20160426_103157,Food safety certificate or food handler card not available,Low Risk
4656,STARBUCKS COFFEE CO,120 04th St,94103,37.784247,-122.403989,"(37.784247, -122.403989)",14155280579,4656_20161011,10/11/16,96,4656_20161011_103143,Inadequate warewashing facilities or equipment,Low Risk
2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,94103,37.765708,-122.409002,"(37.765708, -122.409002)",14155862802,2743_20171011,10/11/17,87,2743_20171011_103150,Improper or defective plumbing,Low Risk
3727,ACE WASABI'S ROCK N ROLL SUSHI,3339 STEINER St,94123,37.800215,-122.437834,"(37.800215, -122.437834)",14155564903,3727_20160713,7/13/16,84,3727_20160713_103133,Foods not protected from contamination,Moderate Risk
59331,The Lunch Box,50 Phelan Ave.,94112,37.723638,-122.452273,"(37.723638, -122.452273)",14155323220,59331_20160426,4/26/16,87,59331_20160426_103129,Insufficient hot water or running water,Moderate Risk
5150,Kentucky Fried Chicken,200 Duboce St,94103,37.769758,-122.424782,"(37.769758, -122.424782)",14155431613,5150_20160708,7/8/16,80,5150_20160708_103139,Improper food storage,Low Risk
2369,CLOONEY'S,1401 Valencia St,94110,37.750374,-122.420456,"(37.750374, -122.420456)",14155824988,2369_20180313,3/13/18,83,2369_20180313_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
28044,Century Theatres,845 Market St Suite 500,94103,37.784848,-122.406892,"(37.784848, -122.406892)",14155538422,28044_20161216,12/16/16,98,28044_20161216_103154,Unclean or degraded floors walls or ceilings,Low Risk
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,37.725404,-122.462776,"(37.725404, -122.462776)",14155728615,2808_20160426,4/26/16,74,2808_20160426_103134,Other moderate risk violation,Moderate Risk
2648,BALOMPIE CAFE,3349 18th St,94110,37.761836,-122.418296,"(37.761836, -122.418296)",14155649199,2648_20180731,7/31/18,86,2648_20180731_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
7645,LUCKY PORK MARKET,2659 MISSION St,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20170728,7/28/17,81,7645_20170728_103132,Improper thawing methods,Moderate Risk
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,37.725404,-122.462776,"(37.725404, -122.462776)",14155728615,2808_20160426,4/26/16,74,2808_20160426_103105,Improper cooling methods,High Risk
5870,CARMICHAEL ELEMENTARY SCHOOL,55 SHERMAN St,94103,37.776948,-122.406342,"(37.776948, -122.406342)",14155246294,5870_20160916,9/16/16,91,5870_20160916_103102,Unclean hands or improper use of gloves,High Risk
36160,Zabb,4440 Mission St,94112,37.726489,-122.433485,"(37.726489, -122.433485)",14155582455,36160_20160616,6/16/16,92,36160_20160616_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
63406,Baker Street Bistro,2953 BAKER St,94123,37.798172,-122.445962,"(37.798172, -122.445962)",14155931475,63406_20171227,12/27/17,92,63406_20171227_103139,Improper food storage,Low Risk
6686,Chevron #1539,1288 19th Ave,94122,37.763802,-122.477186,"(37.763802, -122.477186)",14155731044,6686_20160429,4/29/16,98,6686_20160429_103142,Unclean nonfood contact surfaces,Low Risk
2758,OSTERIA,3277 SACRAMENTO St,94115,37.788183,-122.446757,"(37.788183, -122.446757)",14155775030,2758_20160823,8/23/16,86,2758_20160823_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1700,Raintree Cafe,118 West Portal Ave,94127,37.739413,-122.46744,"(37.739413, -122.46744)",14155249000,1700_20161116,11/16/16,89,1700_20161116_103103,High risk food holding temperature,High Risk
70516,Shabu House,2608 Ocean Ave,94132,37.731746,-122.473318,"(37.731746, -122.473318)",14155588800,70516_20160825,8/25/16,92,70516_20160825_103144,Unapproved or unmaintained equipment or utensils,Low Risk
2758,OSTERIA,3277 SACRAMENTO St,94115,37.788183,-122.446757,"(37.788183, -122.446757)",14155775030,2758_20160823,8/23/16,86,2758_20160823_103133,Foods not protected from contamination,Moderate Risk
10615,Rulli Risto-Bar,2300 Chestnut St.,94123,37.800188,-122.441454,"(37.800188, -122.441454)",14155927478,10615_20160713,7/13/16,96,10615_20160713_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
2369,CLOONEY'S,1401 Valencia St,94110,37.750374,-122.420456,"(37.750374, -122.420456)",14155824988,2369_20180313,3/13/18,83,2369_20180313_103109,Unclean or unsanitary food contact surfaces,High Risk
10886,Taste of Formosa,2428 CLEMENT ST,94121,37.782018,-122.485421,"(37.782018, -122.485421)",14155666368,10886_20161031,10/31/16,78,10886_20161031_103102,Unclean hands or improper use of gloves,High Risk
1147,UA Twin Stonestown,501 Buckingham Way,94132,37.730105,-122.478441,"(37.730105, -122.478441)",14155680331,1147_20161028,10/28/16,98,1147_20161028_103154,Unclean or degraded floors walls or ceilings,Low Risk
4797,"Good Life Grocery, The",448 CORTLAND Ave,94110,37.739053,-122.416683,"(37.739053, -122.416683)",14155643221,4797_20160908,9/8/16,90,4797_20160908_103154,Unclean or degraded floors walls or ceilings,Low Risk
69217,Orexi Inc.,243 WEST PORTAL Ave,94127,37.738434,-122.468438,"(37.738434, -122.468438)",14155863810,69217_20160615,6/15/16,88,69217_20160615_103120,Moderate risk food holding temperature,Moderate Risk
61736,Rosamunde Sausage Grill,2832 MISSION St,94110,37.751587,-122.418444,"(37.751587, -122.418444)",14155307170,61736_20160222,2/22/16,96,61736_20160222_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,37.725404,-122.462776,"(37.725404, -122.462776)",14155728615,2808_20160426,4/26/16,74,2808_20160426_103132,Improper thawing methods,Moderate Risk
4620,WELCOME SUPER MARKET,1141 FOLSOM St,94103,37.776057,-122.408682,"(37.776057, -122.408682)",14155437007,4620_20171004,10/4/17,90,4620_20171004_103142,Unclean nonfood contact surfaces,Low Risk
15279,Deli World,18 Ocean Ave.,94112,37.724174,-122.435859,"(37.724174, -122.435859)",14155333111,15279_20161012,10/12/16,92,15279_20161012_103154,Unclean or degraded floors walls or ceilings,Low Risk
65624,Tacko Shop,3115 Fillmore St,94123,37.798273,-122.435774,"(37.798273, -122.435774)",14155793534,65624_20180103,1/3/18,92,65624_20180103_103133,Foods not protected from contamination,Moderate Risk
6904,BUCHANAN FOOD MART,2135 BUCHANAN St,94115,37.789844,-122.430684,"(37.789844, -122.430684)",14155937420,6904_20180926,9/26/18,96,6904_20180926_103144,Unapproved or unmaintained equipment or utensils,Low Risk
10886,Taste of Formosa,2428 CLEMENT ST,94121,37.782018,-122.485421,"(37.782018, -122.485421)",14155666368,10886_20161031,10/31/16,78,10886_20161031_103131,Moderate risk vermin infestation,Moderate Risk
3651,PANCHO VILLA,3071 16th St,94103,37.764897,-122.421234,"(37.764897, -122.421234)",14155868840,3651_20171116,11/16/17,90,3651_20171116_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
2690,LOS PANCHOS,3206 MISSION St,94110,37.745516,-122.420004,"(37.745516, -122.420004)",14155281033,2690_20161025,10/25/16,92,2690_20161025_103154,Unclean or degraded floors walls or ceilings,Low Risk
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,37.728458,-122.403991,"(37.728458, -122.403991)",14155469666,3862_20170104,1/4/17,66,3862_20170104_103105,Improper cooling methods,High Risk
3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",301 VAN NESS Ave,94102,37.778272,-122.420031,"(37.778272, -122.420031)",14155251932,3929_20170406,4/6/17,83,3929_20170406_103127,Noncompliance with HAACP plan or variance,Moderate Risk
5974,RICHMOND SENIOR CENTER - 3RD FLOOR,6221 GEARY Blvd,94121,37.779943,-122.486199,"(37.779943, -122.486199)",14155756444,5974_20180216,2/16/18,100,,,
69217,Orexi Inc.,243 WEST PORTAL Ave,94127,37.738434,-122.468438,"(37.738434, -122.468438)",14155863810,69217_20160615,6/15/16,88,69217_20160615_103144,Unapproved or unmaintained equipment or utensils,Low Risk
5891,FILIPINO ED. CTR ELEMENTARY SCHOOL,824 HARRISON St,94103,37.780295,-122.400308,"(37.780295, -122.400308)",14155297966,5891_20160916,9/16/16,98,5891_20160916_103157,Food safety certificate or food handler card not available,Low Risk
4850,COOL GUYS,845 Holloway Ave,94112,37.721794,-122.461991,"(37.721794, -122.461991)",14155451404,4850_20161217,12/17/16,90,4850_20161217_103120,Moderate risk food holding temperature,Moderate Risk
4475,Spot Light Market,298 Guerrero St,94103,37.766424,-122.424311,"(37.766424, -122.424311)",14155862778,4475_20180308,3/8/18,96,4475_20180308_103139,Improper food storage,Low Risk
3727,ACE WASABI'S ROCK N ROLL SUSHI,3339 STEINER St,94123,37.800215,-122.437834,"(37.800215, -122.437834)",14155564903,3727_20160713,7/13/16,84,3727_20160713_103154,Unclean or degraded floors walls or ceilings,Low Risk
2317,BURGER JOINT,807 VALENCIA St,94110,37.759933,-122.421356,"(37.759933, -122.421356)",14155823494,2317_20151202,12/2/15,96,2317_20151202_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
544,THAI TIME RESTAURANT,315 08th Ave,94118,37.782534,-122.466615,"(37.782534, -122.466615)",14155387992,544_20180925,9/25/18,72,544_20180925_103109,Unclean or unsanitary food contact surfaces,High Risk
69217,Orexi Inc.,243 WEST PORTAL Ave,94127,37.738434,-122.468438,"(37.738434, -122.468438)",14155863810,69217_20160615,6/15/16,88,69217_20160615_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3651,PANCHO VILLA,3071 16th St,94103,37.764897,-122.421234,"(37.764897, -122.421234)",14155868840,3651_20160708,7/8/16,81,3651_20160708_103133,Foods not protected from contamination,Moderate Risk
272,ON THE BRIDGE,1581 Webster St #206,94115,37.785227,-122.431472,"(37.785227, -122.431472)",14155927765,272_20160517,5/17/16,78,272_20160517_103154,Unclean or degraded floors walls or ceilings,Low Risk
1950,BULLSHEAD RESTAURANT,840 ULLOA St,94127,37.740785,-122.465507,"(37.740785, -122.465507)",14155664350,1950_20160615,6/15/16,87,1950_20160615_103154,Unclean or degraded floors walls or ceilings,Low Risk
71657,Baan,534 IRVING St,94122,37.764188,-122.463683,"(37.764188, -122.463683)",14155374505,71657_20171010,10/10/17,70,71657_20171010_103132,Improper thawing methods,Moderate Risk
39862,Trader Joe's #236,265 Winston Dr,94132,37.726891,-122.475673,"(37.726891, -122.475673)",14155661835,39862_20151002,10/2/15,89,39862_20151002_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
5150,Kentucky Fried Chicken,200 Duboce St,94103,37.769758,-122.424782,"(37.769758, -122.424782)",14155431613,5150_20160708,7/8/16,80,5150_20160708_103150,Improper or defective plumbing,Low Risk
2454,San Jalisco,901 South Van Ness Ave,94110,37.758634,-122.416866,"(37.758634, -122.416866)",14155648383,2454_20161026,10/26/16,90,2454_20161026_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3727,ACE WASABI'S ROCK N ROLL SUSHI,3339 STEINER St,94123,37.800215,-122.437834,"(37.800215, -122.437834)",14155564903,3727_20160713,7/13/16,84,3727_20160713_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
4636,STARBUCKS COFFEE,3251 20th Ave,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155664956,4636_20161214,12/14/16,94,4636_20161214_103129,Insufficient hot water or running water,Moderate Risk
69195,Center Cafe,205 13th St,94103,37.769751,-122.41832,"(37.769751, -122.41832)",14155863888,69195_20170621,6/21/17,81,69195_20170621_103139,Improper food storage,Low Risk
856,DELFINA RESTAURANT,3621 18th St,94110,37.761514,-122.424318,"(37.761514, -122.424318)",14155554094,856_20160707,7/7/16,94,856_20160707_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
5634,AT&T - COMMISARY KITCHEN [145184],24 WILLIE MAYS PLAZA 1.24.06,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5634_20161011,10/11/16,98,5634_20161011_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5871,CHAVEZ ELEMENTARY SCHOOL,825 SHOTWELL St,94110,37.754805,-122.415376,"(37.754805, -122.415376)",14155695765,5871_20160919,9/19/16,100,,,
7744,SAFEWAY #759,625 MONTEREY Blvd,94127,37.731523,-122.45005,"(37.731523, -122.45005)",14155582421,7744_20160219,2/19/16,87,7744_20160219_103142,Unclean nonfood contact surfaces,Low Risk
2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,94109,37.783053,-122.418988,"(37.783053, -122.418988)",14155672641,2085_20170920,9/20/17,86,2085_20170920_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,37.725404,-122.462776,"(37.725404, -122.462776)",14155728615,2808_20160426,4/26/16,74,2808_20160426_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
7527,DON CHUYS MEXI-MERCADO,544 EXCELSIOR Ave,94112,37.724122,-122.429309,"(37.724122, -122.429309)",14155588092,7527_20170510,5/10/17,94,7527_20170510_103133,Foods not protected from contamination,Moderate Risk
34708,Piqueos LLC,830 CORTLAND Ave,94110,37.738893,-122.414078,"(37.738893, -122.414078)",14155288812,34708_20180313,3/13/18,90,34708_20180313_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1992,GENEVA STEAK HOUSE,5130 MISSION St,94112,37.716242,-122.441183,"(37.716242, -122.441183)",14155404078,1992_20180521,5/21/18,74,1992_20180521_103145,Improper storage of equipment utensils or linens,Low Risk
65086,Bun Mee,2015 FILLMORE St,94115,37.788193,-122.433714,"(37.788193, -122.433714)",14155807696,65086_20160712,7/12/16,86,65086_20160712_103129,Insufficient hot water or running water,Moderate Risk
1992,GENEVA STEAK HOUSE,5130 MISSION St,94112,37.716242,-122.441183,"(37.716242, -122.441183)",14155404078,1992_20180521,5/21/18,74,1992_20180521_103131,Moderate risk vermin infestation,Moderate Risk
2648,BALOMPIE CAFE,3349 18th St,94110,37.761836,-122.418296,"(37.761836, -122.418296)",14155649199,2648_20180731,7/31/18,86,2648_20180731_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
39862,Trader Joe's #236,265 Winston Dr,94132,37.726891,-122.475673,"(37.726891, -122.475673)",14155661835,39862_20151002,10/2/15,89,39862_20151002_103103,High risk food holding temperature,High Risk
3651,PANCHO VILLA,3071 16th St,94103,37.764897,-122.421234,"(37.764897, -122.421234)",14155868840,3651_20160708,7/8/16,81,3651_20160708_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
4620,WELCOME SUPER MARKET,1141 FOLSOM St,94103,37.776057,-122.408682,"(37.776057, -122.408682)",14155437007,4620_20171004,10/4/17,90,4620_20171004_103131,Moderate risk vermin infestation,Moderate Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,94112,37.721191,-122.43755,"(37.721191, -122.43755)",14155552785,2766_20160502,5/2/16,67,2766_20160502_103105,Improper cooling methods,High Risk
5834,Presidio Middle School,450 30th Ave,94121,37.780823,-122.490105,"(37.780823, -122.490105)",14155758435,5834_20181001,10/1/18,98,5834_20181001_103144,Unapproved or unmaintained equipment or utensils,Low Risk
29948,Cafe Venue,67 05th St,94103,37.783074,-122.406922,"(37.783074, -122.406922)",14155541144,29948_20160617,6/17/16,87,29948_20160617_103147,Inadequate ventilation or lighting,Low Risk
67552,Namu Gaji,499 Dolores St,94110,37.761554,-122.425956,"(37.761554, -122.425956)",14155436268,67552_20171004,10/4/17,85,67552_20171004_103127,Noncompliance with HAACP plan or variance,Moderate Risk
62551,Hotel Nikko-San Francisco - Harmony Room,"222 Mason St,  B1st Floor",94102,37.785648,-122.409497,"(37.785648, -122.409497)",14155391111,62551_20161031,10/31/16,92,62551_20161031_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3895,Cable Car Restaurant,1040 Columbus Ave,94133,37.803984,-122.415453,"(37.803984, -122.415453)",14155744455,3895_20180313,3/13/18,82,3895_20180313_103145,Improper storage of equipment utensils or linens,Low Risk
544,THAI TIME RESTAURANT,315 08th Ave,94118,37.782534,-122.466615,"(37.782534, -122.466615)",14155387992,544_20180925,9/25/18,72,544_20180925_103115,Other high risk violation,High Risk
3651,PANCHO VILLA,3071 16th St,94103,37.764897,-122.421234,"(37.764897, -122.421234)",14155868840,3651_20180625,6/25/18,77,3651_20180625_103102,Unclean hands or improper use of gloves,High Risk
4850,COOL GUYS,845 Holloway Ave,94112,37.721794,-122.461991,"(37.721794, -122.461991)",14155451404,4850_20161217,12/17/16,90,4850_20161217_103129,Insufficient hot water or running water,Moderate Risk
65086,Bun Mee,2015 FILLMORE St,94115,37.788193,-122.433714,"(37.788193, -122.433714)",14155807696,65086_20160712,7/12/16,86,65086_20160712_103120,Moderate risk food holding temperature,Moderate Risk
4864,DRAGON CITY BAKERY & CAFE,2367 MISSION St,94110,37.759174,-122.419066,"(37.759174, -122.419066)",14155829718,4864_20171024,10/24/17,76,4864_20171024_103103,High risk food holding temperature,High Risk
15279,Deli World,18 Ocean Ave.,94112,37.724174,-122.435859,"(37.724174, -122.435859)",14155333111,15279_20161012,10/12/16,92,15279_20161012_103144,Unapproved or unmaintained equipment or utensils,Low Risk
69753,Sift Cupcake & Dessert Bar,2411 California St,94115,37.788834,-122.43402,"(37.788834, -122.43402)",14155503030,69753_20180730,7/30/18,87,69753_20180730_103114,High risk vermin infestation,High Risk
2002,PANDA EXPRESS,3251 20th Ave 250H,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155731403,2002_20171227,12/27/17,89,2002_20171227_103102,Unclean hands or improper use of gloves,High Risk
994,RAILROAD EXPRESSO CAFE,705 \ Blvd,94127,37.731513,-122.45133,"(37.731513, -122.45133)",14155334009,994_20160219,2/19/16,100,,,
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,37.725404,-122.462776,"(37.725404, -122.462776)",14155728615,2808_20160426,4/26/16,74,2808_20160426_103102,Unclean hands or improper use of gloves,High Risk
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,37.728458,-122.403991,"(37.728458, -122.403991)",14155469666,3862_20170104,1/4/17,66,3862_20170104_103133,Foods not protected from contamination,Moderate Risk
3834,SAFEWAY #1507,2020 MARKET St,94114,37.768743,-122.427549,"(37.768743, -122.427549)",14155867660,3834_20160328,3/28/16,100,3834_20160328_103142,Unclean nonfood contact surfaces,Low Risk
29948,Cafe Venue,67 05th St,94103,37.783074,-122.406922,"(37.783074, -122.406922)",14155541144,29948_20160617,6/17/16,87,29948_20160617_103157,Food safety certificate or food handler card not available,Low Risk
1778,Academy Bar & Kitchen,1800 Fillmore St,94115,37.786498,-122.430283,"(37.786498, -122.430283)",14155771800,1778_20180927,9/27/18,91,1778_20180927_103109,Unclean or unsanitary food contact surfaces,High Risk
5870,CARMICHAEL ELEMENTARY SCHOOL,55 SHERMAN St,94103,37.776948,-122.406342,"(37.776948, -122.406342)",14155246294,5870_20160916,9/16/16,91,5870_20160916_103139,Improper food storage,Low Risk
24198,Olivo's Taqueria,1017 Larkin St,94109,37.787288,-122.418389,"(37.787288, -122.418389)",14155933019,24198_20180313,3/13/18,89,24198_20180313_103161,Low risk vermin infestation,Low Risk
1003,RINCON PERUANO RESTAURANT,3364 26th St,94110,37.749128,-122.417402,"(37.749128, -122.417402)",14155897712,1003_20180314,3/14/18,92,1003_20180314_103161,Low risk vermin infestation,Low Risk
2690,LOS PANCHOS,3206 MISSION St,94110,37.745516,-122.420004,"(37.745516, -122.420004)",14155281033,2690_20161025,10/25/16,92,2690_20161025_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
272,ON THE BRIDGE,1581 Webster St #206,94115,37.785227,-122.431472,"(37.785227, -122.431472)",14155927765,272_20160517,5/17/16,78,272_20160517_103114,High risk vermin infestation,High Risk
19170,Vino Rosso,629 Cortland Ave,94110,37.739041,-122.415636,"(37.739041, -122.415636)",14155641278,19170_20180314,3/14/18,100,,,
69761,Missionaries of Charity,55 Sadowa St,94112,37.712268,-122.455421,"(37.712268, -122.455421)",14155583449,69761_20161214,12/14/16,94,69761_20161214_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
1992,GENEVA STEAK HOUSE,5130 MISSION St,94112,37.716242,-122.441183,"(37.716242, -122.441183)",14155404078,1992_20180521,5/21/18,74,1992_20180521_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
3690,BENIHANA OF TOKYO,1737 POST St,94115,37.785457,-122.430317,"(37.785457, -122.430317)",14155564844,3690_20160517,5/17/16,96,3690_20160517_103161,Low risk vermin infestation,Low Risk
994,RAILROAD EXPRESSO CAFE,705 \ Blvd,94127,37.731513,-122.45133,"(37.731513, -122.45133)",14155334009,994_20171010,10/10/17,96,994_20171010_103154,Unclean or degraded floors walls or ceilings,Low Risk
5838,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,94114,37.759173,-122.436488,"(37.759173, -122.436488)",14155246276,5838_20180926,9/26/18,96,5838_20180926_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
2648,BALOMPIE CAFE,3349 18th St,94110,37.761836,-122.418296,"(37.761836, -122.418296)",14155649199,2648_20180731,7/31/18,86,2648_20180731_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
19373,Las Isletas,4508 03rd St,94124,37.737021,-122.390043,"(37.737021, -122.390043)",14155577698,19373_20170426,4/26/17,72,19373_20170426_103131,Moderate risk vermin infestation,Moderate Risk
5997,STONESTOWN FAMILY YMCA (SR. ANNEX),3150 20th Ave,94132,37.730576,-122.47588,"(37.730576, -122.47588)",14155247715,5997_20161027,10/27/16,98,5997_20161027_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5257,LITTLE BAOBAB,3388 19th St,94110,37.760295,-122.418953,"(37.760295, -122.418953)",14155776209,5257_20180925,9/25/18,87,5257_20180925_103142,Unclean nonfood contact surfaces,Low Risk
5824,S.F. International High School,1050 YORK St,94110,37.755257,-122.408455,"(37.755257, -122.408455)",14155695780,5824_20160919,9/19/16,100,,,
4797,"Good Life Grocery, The",448 CORTLAND Ave,94110,37.739053,-122.416683,"(37.739053, -122.416683)",14155643221,4797_20160908,9/8/16,90,4797_20160908_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
7527,DON CHUYS MEXI-MERCADO,544 EXCELSIOR Ave,94112,37.724122,-122.429309,"(37.724122, -122.429309)",14155588092,7527_20170510,5/10/17,94,7527_20170510_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
67552,Namu Gaji,499 Dolores St,94110,37.761554,-122.425956,"(37.761554, -122.425956)",14155436268,67552_20171004,10/4/17,85,67552_20171004_103120,Moderate risk food holding temperature,Moderate Risk
4797,"Good Life Grocery, The",448 CORTLAND Ave,94110,37.739053,-122.416683,"(37.739053, -122.416683)",14155643221,4797_20160908,9/8/16,90,4797_20160908_103139,Improper food storage,Low Risk
5804,JUNIPERO SERRA ELEMENTARY SCHOOL,625 HOLLY PARK Cir,94110,37.736683,-122.421132,"(37.736683, -122.421132)",14155695685,5804_20160919,9/19/16,100,,,
3616,THE LIBERTIES IRISH BAR & REST.,0994 GUERRERO St,94110,37.75527,-122.423256,"(37.75527, -122.423256)",14155286789,3616_20180126,1/26/18,87,3616_20180126_103109,Unclean or unsanitary food contact surfaces,High Risk
62069,Golden Eagle Deli & Grill,4401 03rd St,94124,37.737719,-122.389559,"(37.737719, -122.389559)",14155822110,62069_20180919,9/19/18,92,62069_20180919_103157,Food safety certificate or food handler card not available,Low Risk
62552,Hotel Nikko SF - Banquet Prep/Service Room,"222 Mason St, 3rd Floor",94102,37.785648,-122.409497,"(37.785648, -122.409497)",14155391111,62552_20161031,10/31/16,96,62552_20161031_103144,Unapproved or unmaintained equipment or utensils,Low Risk
71657,Baan,534 IRVING St,94122,37.764188,-122.463683,"(37.764188, -122.463683)",14155374505,71657_20171010,10/10/17,70,71657_20171010_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
1724,CAFE MUMS,1800 SUTTER St,94115,37.786498,-122.430283,"(37.786498, -122.430283)",14155936986,1724_20161026,10/26/16,83,1724_20161026_103114,High risk vermin infestation,High Risk
67552,Namu Gaji,499 Dolores St,94110,37.761554,-122.425956,"(37.761554, -122.425956)",14155436268,67552_20171004,10/4/17,85,67552_20171004_103109,Unclean or unsanitary food contact surfaces,High Risk
2369,CLOONEY'S,1401 Valencia St,94110,37.750374,-122.420456,"(37.750374, -122.420456)",14155824988,2369_20180313,3/13/18,83,2369_20180313_103120,Moderate risk food holding temperature,Moderate Risk
